20230103 072600;11037;11043.75;11037;11041.75;317
20230103 072700;11041.75;11041.75;11039;11039.5;121
20230103 072800;11039.75;11048.25;11039;11047;290
20230103 072900;11047;11049;11045;11047.25;316
20230103 073000;11047;11048.25;11044.5;11047.75;234
20230103 073100;11048.25;11051;11048;11048.5;341
20230103 073200;11048.5;11049.75;11046;11049.25;179
20230103 073300;11049;11050.75;11047.75;11048.5;149
20230103 073400;11048.25;11053.75;11047;11053;306
20230103 073500;11053;11056.5;11052.25;11054;287
20230103 073600;11054.25;11055.75;11051.75;11054.75;187
20230103 073700;11055;11055.5;11051;11053.25;219
